userId,movieId,user_avg_rating,user_rating_count,user_rating_std,user_like_count,user_like_ratio,user_rating_timespan,user_avg_gap_days,item_avg_rating,item_rating_count,item_rating_std,item_like_count,item_like_ratio,global_mean,movie_age_at_rating,label
1,2,3.742857142857143,175,0.382284207242115,88,0.5028571428571429,204,1.1724137931034482,3.2119768016904193,22243,0.9511499100702021,7272,0.32693431641415277,3.5255285642993797,10.0,0
1,29,3.742857142857143,175,0.382284207242115,88,0.5028571428571429,204,1.1724137931034482,3.952230046948357,8520,0.9756428907409285,5961,0.6996478873239437,3.5255285642993797,10.0,0
1,32,3.742857142857143,175,0.382284207242115,88,0.5028571428571429,204,1.1724137931034482,3.8980546909737663,44980,0.8671353884407065,30091,0.6689862160960427,3.5255285642993797,10.0,0
1,47,3.742857142857143,175,0.382284207242115,88,0.5028571428571429,204,1.1724137931034482,4.053492566302111,43249,0.8702801319364786,32145,0.7432541792873824,3.5255285642993797,10.0,0
1,50,3.742857142857143,175,0.382284207242115,88,0.5028571428571429,204,1.1724137931034482,4.334372207803259,47006,0.7567833836397756,39678,0.8441050078713356,3.5255285642993797,10.0,0
1,112,3.742857142857143,175,0.382284207242115,88,0.5028571428571429,204,1.1724137931034482,3.412573591253154,11890,0.947009239197739,5092,0.42825904121110175,3.5255285642993797,9.0,0
1,151,3.742857142857143,175,0.382284207242115,88,0.5028571428571429,204,1.1724137931034482,3.539037729866836,12616,0.9373571570095953,6305,0.49976220672162336,3.5255285642993797,9.0,1
1,223,3.742857142857143,175,0.382284207242115,88,0.5028571428571429,204,1.1724137931034482,3.8695505380882045,23695,0.9746573660669752,15538,0.6557501582612365,3.5255285642993797,11.0,1
1,253,3.742857142857143,175,0.382284207242115,88,0.5028571428571429,204,1.1724137931034482,3.4966446604759143,27568,0.9316317610931053,12782,0.4636535113174695,3.5255285642993797,11.0,1
1,260,3.742857142857143,175,0.382284207242115,88,0.5028571428571429,204,1.1724137931034482,4.190671901948552,54502,0.918521887115363,42612,0.7818428681516275,3.5255285642993797,28.0,1
1,293,3.742857142857143,175,0.382284207242115,88,0.5028571428571429,204,1.1724137931034482,4.050573554487676,25804,0.8190438983765613,19079,0.739381491241668,3.5255285642993797,11.0,1
1,296,3.742857142857143,175,0.382284207242115,88,0.5028571428571429,204,1.1724137931034482,4.174231169217055,67310,0.9760762295742472,52353,0.7777893329371565,3.5255285642993797,11.0,1
1,318,3.742857142857143,175,0.382284207242115,88,0.5028571428571429,204,1.1724137931034482,4.446990499637029,63366,0.717524667861994,55807,0.8807088975160181,3.5255285642993797,11.0,1
1,337,3.742857142857143,175,0.382284207242115,88,0.5028571428571429,204,1.1724137931034482,3.75583021083832,17881,0.8683940377081579,10823,0.605279346792685,3.5255285642993797,11.0,0
1,367,3.742857142857143,175,0.382284207242115,88,0.5028571428571429,204,1.1724137931034482,3.1747178920428105,34384,0.9796319135684957,10985,0.31947999069334576,3.5255285642993797,11.0,0
1,541,3.742857142857143,175,0.382284207242115,88,0.5028571428571429,204,1.1724137931034482,4.133705693507174,30526,0.8860652091438038,23007,0.7536853829522374,3.5255285642993797,23.0,1
1,589,3.742857142857143,175,0.382284207242115,88,0.5028571428571429,204,1.1724137931034482,3.9319539085828037,52244,0.9030867333395661,35522,0.6799249674603782,3.5255285642993797,14.0,0
1,593,3.742857142857143,175,0.382284207242115,88,0.5028571428571429,204,1.1724137931034482,4.17705650958151,63299,0.8424209875720209,50114,0.7917028705034834,3.5255285642993797,14.0,0
1,653,3.742857142857143,175,0.382284207242115,88,0.5028571428571429,204,1.1724137931034482,3.216847519729425,14192,0.9775292881176528,4782,0.33695039458850057,3.5255285642993797,8.0,0
1,919,3.742857142857143,175,0.382284207242115,88,0.5028571428571429,204,1.1724137931034482,3.9816805288974195,23445,0.9505424996510041,15856,0.6763062486670932,3.5255285642993797,65.0,0
1,924,3.742857142857143,175,0.382284207242115,88,0.5028571428571429,204,1.1724137931034482,3.9557478319407595,25253,1.050404759361918,17267,0.6837603453055082,3.5255285642993797,36.0,0
1,1009,3.742857142857143,175,0.382284207242115,88,0.5028571428571429,204,1.1724137931034482,3.137672811059908,2604,0.9481150390386481,812,0.3118279569892473,3.5255285642993797,30.0,0
1,1036,3.742857142857143,175,0.382284207242115,88,0.5028571428571429,204,1.1724137931034482,3.9338465081088194,30399,0.8479736575487073,20771,0.68327905523208,3.5255285642993797,17.0,1
1,1079,3.742857142857143,175,0.382284207242115,88,0.5028571428571429,204,1.1724137931034482,3.849623869065772,19674,0.8868640487878815,12718,0.6464369218257598,3.5255285642993797,16.0,1
1,1080,3.742857142857143,175,0.382284207242115,88,0.5028571428571429,204,1.1724137931034482,3.9811256506299557,20557,0.8909087856308778,14570,0.7087610059833633,3.5255285642993797,26.0,0
1,1089,3.742857142857143,175,0.382284207242115,88,0.5028571428571429,204,1.1724137931034482,4.089361317170255,27635,0.8542045118250619,21037,0.7612447982630722,3.5255285642993797,13.0,0
1,1090,3.742857142857143,175,0.382284207242115,88,0.5028571428571429,204,1.1724137931034482,3.919977226720648,15808,0.8272067263021885,10843,0.6859185222672065,3.5255285642993797,19.0,1
1,1097,3.742857142857143,175,0.382284207242115,88,0.5028571428571429,204,1.1724137931034482,3.7549181581765336,32685,0.9534753388006069,19334,0.5915251644485238,3.5255285642993797,23.0,1
1,1136,3.742857142857143,175,0.382284207242115,88,0.5028571428571429,204,1.1724137931034482,4.174146075581396,33024,0.8739221915889113,25923,0.7849745639534884,3.5255285642993797,30.0,0
1,1193,3.742857142857143,175,0.382284207242115,88,0.5028571428571429,204,1.1724137931034482,4.24807897901911,29932,0.7687091472126332,24574,0.8209942536415876,3.5255285642993797,30.0,0
